,Filters Applied,,,,,,,
,603,Bathroom -Only One Hook For Clothes; No Soap Dish ; Poor Light For Shaving With Only One Big Mirror,,,,,,
,609,All The Staff Were Very Helpful And Friendly,,,,,,
,611,Without Air Conditioning  It Was A Bit Warm For Our Taste (Being American)  But Was Still Lovely Overall.  The Only Issue We Had (Out Of Your Control) Was Contending With The Rowdy Bar Crowd Outside The Establishment Across The Street From Our Room  Since We Needed To Keep The Windows Open For The Cool Breeze. (Suite 5).,,,,,,
,613,No,,,,,,
,617,Peter Saunders Greeted Us Enthusiastically And Anticipated Our Every Need...And There Were Many Of Them.Returning Our Rental Car To Oxford  Figuring Out The Best Travel Option To Edinburgh  Bus Directions  Taxi Arrangements  Where To Eat  Etc. He Was Always Gracious  Never Lost Patience. We Loved Our Stay At Feathers And Peter Made Our Time There Very Special. We Would Recommend Feathers To Any Of Our Friends Visiting The Cotswolds. Warmly  Audrey And Harvey Scher,,,,,,
,618,Stairways Hard To Climb,,,,,,
,619,Being Shown To The Room Was Very Helpful,,,,,,
,620,None,,,,,,
,621,No,,,,,,
,628,Booking Was Very Easy And Prompt Confirmation,,,,,,
,632,2 Comments  1. I Booked Room 32 But Was Given Room 25 2. Ordered Extra Toast At Breakfast Which Never Arrived,,,,,,
,635,No Everything Was Fine As Always With 'The Feathers' Our Most Favourite Hotel!,,,,,,
,636,None,,,,,,
,644,Survey Loads So Slowly..Wasted 15 Mins So Far...Worst Part By Far!,,,,,,
,645,Parking Is The Only Drawback  Otherwise... Exceptional Service And Attention By Friendly Staff. Much Better Than Any Large Chain Of Hotels. Many Thanks.,,,,,,
,651,My Reservation Using Travelzoo Voucher Was Handled Well  Sometimes With Offers Such As This  When You Phone The Person Has No Knowledge Or Unsure What To Do  But Very Well Handled With Quick Follow Up E.Mail. On Arrival Check In And Short Tour A Nice Touch.,,,,,,
,652,Speed Of Email Query Return Was Good,,,,,,
,661,Very Friendly Receptionist (Morning Sunday 3 Nov).,,,,,,
,663,Excellent In Every Respect.,,,,,,
,668,The Room We Stayed In  Although Comfortable  Was Extremely Noisy. The Floor Upstairs Creaked And We Therefore Didn't Get Any Sleep.,,,,,,
,669,Very Friendly And Helpful But Initially Sent Wrong Details For Agreed Booking,,,,,,
,670,While The Reception/Restaurant Areas Were Very Pleasant  We Found The Colour Scheme Of The Room Rather Heavy And Dark.,,,,,,
,673,My Arrival And Pre Arrival Contact Was Really Stellar. Dana Was Amazing The Whole Way Through And Did An Amazing Pre Contact  Arranging So Many Things For Me And So Helpful. Also Jessica Helped Her  And Ana Was So Sweet And Helpful After My Arrival And During My Stay.,,,,,,
,677,Area Around Loo Smelled But Was Put Right Quickly,,,,,,
,678,My Partner Had A Specific Problem With Her Leg And Your Receptionist Was Extremely Helpful.,,,,,,
,680,Very Obliging Young Lady On Reception - Changed Our Room To Be On The Ground Floor To Help My Husband Who Is Having Difficulty With Stairs,,,,,,
,684,Poor Facilities-No Comfortable Lounge To Have Coffee And Meet Other Guests,,,,,,
,686,We Used A Travelzoo Voucher And We Were Very Impressed With The Way We Were Treated Just As Any Other Full Paying Guests...Brilliant.  Our Dog Was Taken Care Of In The Room With A Bed And A Bowl..Simple  But Effective! Ben Was Informative At Dinner And In The Gin Bar.  Lovely Place  Lovely Staff And Will Definately Recommend... Will Also Do A Tripadvisor For You.,,,,,,
,690,Very Good.,,,,,,
,692,I Was Disappointed That The Hotel Is Not Nearly As Attractive As It Was Several Years Ago When I Stayed.  At Least Window-Boxes On The Ground Floor And Something Around The Front Door Would Add To The Ambiance.  The Room  As Well  Could Be More Appealing Without The Ugly Blankets And Pink Clock That Was Incorrect.  Just By Adding More Attractive Features Would Improve Your Guests' Visits.  Don't Try To Be Modern Unless You Go All The Way.  Staff Was Very Pleasant  Including The Receptionist; However  She Must Learn To Multi-Task And Not Keep People Waiting For Long Periods Of Time While She Talks On The Phone Without Even Acknowledging Your Presence.  Normally I Do Not Submit Comments To Hotels  However  I Felt Let Down By The Changes Since By Last Visit  Admittedly Quite Some Time Ago.    Lenore E. Thornton,,,,,,
,696,The Response To The Chimney Fire Was Handled Well!,,,,,,
,698,When Initially Rang To Book The Wine And Dine Gourmet Evening I Was Told Sorry Fully Booked! I Queried This As I Had Rang Earlier And There Was A Few Rooms  The Chap I Spoke To Said Yes But The Restaurant Is Fully Booked!  This For Some Reason Didn't Ring True And I Was Correct As I Rang Back Later Still And Spoke To Rosie Who Said That Was Not The Case And So I Booked With Her. That Evening The Glass Shelf In En-Suite Fell Of Wall And Broke (Not Enough Screws Hokding It Up)  Door Handle Came Off When Member Of Staff First Took Us To Our Room And She Was Locked In With Us.  The Dinner Experience Was A Little Lacking In Atmosphere - Maybe Some Nice Background Music Would Add To This As Far Too Quiet.,,,,,,
,700,I Needed To Change The Reservation; The People I Spoke To Were Courteous And Efficient,,,,,,
,701,Great Staff And Very Relaxing Atmosphere.,,,,,,
,705,All My Contact Was Excellent,,,,,,
,706,A Drink On Arrival Would Be A Nice Touch,,,,,,
,707,Made To Feel Very Welcome,,,,,,
,710,I Called The Hotel To Book And No One Answered The Phone For Such A Long Time I Gave Up And Called The Next Day. Again There Was A Long Delay Before Someone Answered. On Arrival The Staff Were Very Welcoming And Efficient.,,,,,,
,719,Staff Were Very Helpful.,,,,,,
,723,The Is No Clear Pictures On The Website For The Room Types. I Was Disappointed With The Room And Bed We Had - Should There Have Been Pictures Or Better Room Descriptions On The Website - I Would Have Been Able To Choose Something More Suitable.,,,,,,
,724,Really Helpful Staff When I Contacted To Book. I Explained That My Uncle Had Problems With Steps Etc So A Ground Floor Room Was Provided Which Has Its Own Area To Sit Outside Which Was Ideal Considering The Weather. They Were Delighted With The Accomodation,,,,,,
,725,Thank You So Much For Making Our Stay Both Relaxing And Comfortable. The Room Was Great  Food Was Excellent And Pete And Jessica Were A Delight. Best Regards Matthew,,,,,,
,727,I Had Originally Called To Get Information On The Bistro Break Offer And Was Told There Was Plenty Of Availability On The Date That I Wanted.  Then When I Called Back To Book It (I Was Booking As A Surprise For My Boyfriends 40Th So Wanted To Check That I Could Get Him Off Work On The Monday Before Going Ahead With The Booking)  I Was Told That The Special Was No Longer Available Which I Was Very Disappointed About  However The Guy Who I Was Speaking To Was Kind Enough To Give Me The Deal And My Boyfriend Was Incredibly Happy With The Surprise.,,,,,,
,729,Fantastic Service,,,,,,
,735,This A Lovely Hotel  In A Beautiful Location. The Food Is Great.  The Style  Design And Facilities Are Very Good.  But What Lets This Place Down Is The Staff And The Administration. Whilst Everyone Is Friendly And Pleasant  No One Is Efficient  Professional Or Knowledgeable.,,,,,,
,742,No.,,,,,,
,743,I Asked Twice For A Letter/Email Of Confirmation But Did Not Receive One. Also  Curiously  I Was Reminded In Two Seperate Telephone Calls That My Daughter And I Could Actually Have Twin Beds Rather Than A Double Bed  As If I Was Completely Unaware Of That Possibility And Had Probably Just Landed From Another Planet. As I Was The  Customer They Should Have Realised That It Was Up To Me To Decide. They Both Tried In Their Own Quiet Way To Change My Mind And I Still Don't Know Why-Slightly Worrying.,,,,,,
,744,I Do Not Remember Receiving A Confirmation Of Booking Email/Letter Although I Asked Twice.,,,,,,
,751,We Are English But Work In Usa  We Came Over For The Battle Of The Proms  We Had Been Touring Uk  For Our Holiday  We Had The Family Room 2  Would Have Appreciated A Fan For Cool Air Though   The Staff Was Not Particularly Friendly  I Asked Did The Room Have A Hair Dryer  The Receptionist Did Not Know And Did Not Even Know Where In The Room There Would Be One. Did Not Have A Good Welcome. The Bottles Of Water In The Room Were Warm And One Which Should Have Been Fizzy Was Warm And Still. The Steps In That Family Room Are Dangerous  Fell On The Floor Because I Forgot There Was Some Steps  The Bath Rail Should Have Not Been On  It Was A Very Hot South Facing Room!!!!!! But The Breakfast Was Great  The Bed Was Comfortable Apart From The Bed Settee. A Nice Courtyard  But Noisey Due To Guests  If Young Children We  Would Not Stay With Young Children  And The Noise From The Ventilation At The Fire Exit End Was Too Loud For My Son To Get Off To Sleep. The Wardrobe Door Needs A Fix As It Swings Open And Hits You In The Head  Maybe A Fan And  A Fridge For Cold Water And Do Something About Those Dangerous Steps From The Bathroom It Could Be A Good Room. Needs Some Blinds To Keep Out The Hot Mid Day Sun On All The Windows.   ,,,,,,
,752,Very Good - Re-Confirmed My Reservation.,,,,,,
,754,Everything Was Perfect. We Only Stayed One Night But We Loved Every Second. A Beautiful Hotel.,,,,,,
,759,Pre Arrival Contact Re:Evening Menu Over 2 Evenings. We Felt We Should Have Been Told That The Taster Menu Was Virtually Identical To The A La Carte   So Gave Us A Poor Choice . Pre Arrival Contact Re:Parking Was Casual And We Had To Clarify Further On Arrival.,,,,,,
,761,All Good...  Very Nice,,,,,,
,762,Ac Would Be Nice  But I Stayed During A Heatwave!,,,,,,
,763,Staff Were Excellent As Always.,,,,,,
,771,The Smoking Fire The Whole Weekend Was Not Good. Had Problems Over My Wife Being Veggie.  Mentioned On Booking  Was Told All Fine.  Then Confirmation Email Asked About Dietary Needs  So Had To Reconfirm.  Then Got Call Saying Gin Experience Menu Had To Be Veggie For Both Of Us  So I Said Fine.  Asked Again At Dinner Whether We Both Wanted Veggie; When I Said I Would Prefer Not  I Was Given Non- Veggie.  I Was A Bit Confused And My Wife A Bit Embarrassed By Difficulty Of It All.,,,,,,
,788,The Staff Who Took The Booking Were Really Helpful And Accommodating.  They Were Knowledgeable And Courteous.,,,,,,
,791,We Had To Climb Some Floors To Our Room But It Was Worth It. ,,,,,,
,795,Courtesy Call Pre Check In Was Good,,,,,,
,796,No,,,,,,
,797,See Previous Comments,,,,,,
,798,Parking Is A Bit Hard But Overall Your Establishment Is Wonderful. I Will Write In Trip Advisor As Well. We'll See You Next Year.,,,,,,
,801,Wonderful All Round.,,,,,,
,804,Very Quick Service.,,,,,,
,805,Very Straight Forward,,,,,,
,806,The Young Ladies On Reception Were Excellent  Most Welcoming.,,,,,,
,807,No,,,,,,
,814,No More Comments  Thank You.,,,,,,
,815,It Was Odd That The Gas Man / Meter Man Took Priority Over A Paying Guest - Just Walking In Off The Street And Pulling Off The Receptionist Whilst I And My Partner Were Waiting To Check Out - But Apart From That Everything Was Up To Standard And Professional And Welcoming  Thank You,,,,,,
,821,See Earlier Comments,,,,,,
,823,Very Helpful Booking Arrangement Jessica Arranged Vip Passes At Bicester ,,,,,,
,826,It Was Good To Have A Call Prior To Our Arrival As Our Booking Was Via Internet It Gave The Personal Touch,,,,,,
,828,When I Called To Make A Booking  They Said Reception Was Busy And Asked Me To Call Back - If This Was My Business  I Would Make Sure That Potential Guests Are Called Back.   You Could Have Lost The Business.,,,,,,
,829,No It Was Fine For What We Paid  I Would Have Been Disappointed With The Experience If I Had Paid More Than £500. ,,,,,,
,832,We Thought The Hotel Information Done As A Paper Was A Very Good Touch. ,,,,,,
,836,Very Nice Lady Who Showed Us To Our Room. Very Helpful,,,,,,
,838,Happy With Everything - Thank You!,,,,,,
,841,Very Helpful & Professional... Happy To Move One Of The Staff Cars On Arrival So I Could Park. Nice Touch ,,,,,,
,843,Very Helpful In Booking And Check In,,,,,,
,846,Everything Was Really Professional And Welcoming. The Lady On Reception Was Excellent.,,,,,,
,847,Telephone Contact Re . Booking Dealt With Very Well!,,,,,,
,848,Upon Arrival We Were Made To Feel Very Relaxed  And Was Shown To Our Room Very Promptly.,,,,,,
,851,No Problems At All Everytime We Have Been  ,,,,,,
,852,Very Efficiently Dealt With Although There Were Some Problems With The Computer We Were Quickly Given The Keys To Our Room And Luggage Was Carried Up For Us.,,,,,,
,853,We Liked Most Of The Decor  But Felt The Lounge Was A Bit Dour And Would Benefit From A Warmer Refurb.,,,,,,
,854,Contact Was Informative   Helpful And Friendly,,,,,,
,858, Lovely Lady Handled The Process; She Seemed To Have A Lot On Her Plate With Multiple Entries / Exits And Dining Room Queries,,,,,,
,862,We Were Asked If We Needed Help With Luggage . We Said No But 3 Flights Of Stairs Later We Wished We Had Said Yes. The Receptionist Who Showed Us The Room Mentioned It Was An Upgrade . Compared To Our Previous Stay It Was Fairly Basic . No Information Was Offered Such As Breakfast Times. The Room Contained No Folder Of Local Information Or Hotel Facilities  Apart From Fire Instructions,,,,,,
,863,Would Advise Guests About The Parking Situation Before Arrival,,,,,,
,868,Free Parking Right Outside Was Useful,,,,,,
,869,Since I Was Coordinating Our Trip From The States  I Was On Email With Your Front Office Team Consistently.  Very Responsive And Accommodating With Our Needs....I Needed A Ground Floor Room For My Mother In Law  For Example  And It Was All Perfect When We Arrived.,,,,,,
,871,All Staff Were Very Helpful And Welcoming,,,,,,
,875,Efficient And Helpful.,,,,,,
,876,The Seats In Reception Are Right Next To The Door Making It Crowded And Cluttered. If You Arrive When Guests Are Leaving It Gets A Bit Much When You Have Luggage With You Too - I Would Recommend Having A Bit More Room To Enter And Exit The Hotel With The Reception Desk And Chairs Taking Less Room From The Passage Of People.,,,,,,
,881,Just That Loud Fan,,,,,,
,882,All Excellent.,,,,,,
,885,We Booked In On The Winter Warmer Package But When We Arrived Nothing Was Mentioned On This. We Were Supposed To Get Flask Of Coffee And Walking Guides Etc But Didn't  Although The Money For Dinner Was Removed From The Bill. ,,,,,,
,889,Needed To Be Warned About The Low Ceiling Outside Room 29  And As We Arrived In The Dark To Have The Fire Escape Mentioned. Diagram On Door Was Upside Down And Inaccurate.,,,,,,
,890,No,,,,,,
,891,No It Was All Fine - We Were Assisted With Our Luggage Which Was Important.,,,,,,
,892,It Was All Good!,,,,,,
,893,The Receptionist When We Checked In Was Very Friendly And Polite. The Receptionist On Our Departure Got The Bill Wrong But It Was Early Corrected. ,,,,,,
,894,Again  Much More Comprehensive Feedback In My Review On Trip Advisor. We Thought The Staff Were Welcoming  Friendly And Efficient.,,,,,,
,895,We Did Have A Few Problems With Making Our Booking  Including At One Point Being Sent A Confirmation At Double The Price That Had Been Quoted And Published.  All A Little Disconcerting But Eventually Sorted Out.,,,,,,
,904,Nice But Not A Special Welcome From Any Of The Staff.,,,,,,
,905,On Arrival We Were Shown To Our Suite But Were Given Information On Breakfast Times Or General Info. Asking If We'd Like A Morning Paper Might Also Have Been Nice Touch.,,,,,,
,906,Pre-Arrival - Staff Were Helpful And Pleasant As They Were On Arrival.,,,,,,
,907,Contacted Prior To Arrival To Confirm Our Booking And Ask Whether We Had Any Special Requirements.,,,,,,
,912,All Was Fine,,,,,,
,915,No.,,,,,,
,925,By Occupying Room 23 I Proved I Am Still More Physically Than I Thought I Was! Super Room  Access Difficult!,,,,,,
,927,Staff Efficient And Professional  Friendly But Not Over-Familiar,,,,,,
,928,Spotted Traffic Wardens Outside - Finding A Longer Period Space Can Be Frustrating,,,,,,
,929,No -  Very Friendly,,,,,,
,930,Pre Arrival Contact Was Made In Relation To Questions About Parking  Which Were Answered. The Welcome From Desk Staff And Other Staff Members Was Faultless. Thank You.,,,,,,
,932,On Arrival The Staff On Reception Were Very Helpful And Friendly But At First They Told Us To Go Through To The Bar Mistaking Us For An Afternoon Tea Booking Despite Being Given Our Amazon Voucher And Being Told That We Were Staying And Would Like To Go To Our Room.  However This Mistake Was Soon Rectified.,,,,,,
,933,I Was Passed Around Quite A Bit When I Called To Make My Booking Which Seemed Unnecessary But The Staff Were Friendly. Our Welcome On Arrival Was Good.,,,,,,
,934,Anna  The Receptionist Was Very Welcoming And Charming.,,,,,,
,937,Helpfully Changed Our Dates For Trip And Kindly Upgraded Our Room,,,,,,
,938,Most Welcoming,,,,,,
,939,We Have Visited The Feathers On Several Occasions And Always Look Forward To Our Return Visits.,,,,,,
,940,We Could Not Wish For A Better Stay.,,,,,,
,941,Reception Stay Were Lovely.,,,,,,
,943,On Arrival The Very Friendly And Helpful Receptionist Took Our Booking Paper And Put It Straight Into A Drawer.  With Surprise I Mentioned That We Would Like To Go To Our Room As We Were Staying Overnight.  She Ignored This And Told Us To Go Into The Bar!!  She Had Obviously Not Looked At The Paper And Took Us For An Afternoon Tea Booking.,,,,,,
,944,Always Polite And Friendly  Overall A Good Experience,,,,,,
,947,No,,,,,,
,949,Very Helpful Staff Who Did The Most Essential Thing First - Arranged For A Cup Of Tea! Well Done !,,,,,,
,952,No,,,,,,
,965,The Telephone Call To Confirm That We Were Still Coming Was Very Welcome  It Might Be A Good Idea To Explain The Parking Arrangements During This?,,,,,,
,968,Helpfully Moved Dates Of Reservation,,,,,,
,,,,,,,,
